@relation Name00100

@attribute Channel1-Element1 numeric
@attribute Channel1-Element2 numeric
@attribute Channel1-Element3 numeric
@attribute Channel1-Element4 numeric
@attribute Channel1-Element5 numeric
@attribute Channel1-Element6 numeric
@attribute Channel1-Element7 numeric
@attribute Channel1-Element8 numeric
@attribute Channel1-Element9 numeric
@attribute Channel1-Element10 numeric
@attribute Channel1-Element11 numeric
@attribute Channel2-Element1 numeric
@attribute Channel2-Element2 numeric
@attribute Channel2-Element3 numeric
@attribute Channel2-Element4 numeric
@attribute Channel2-Element5 numeric
@attribute Channel2-Element6 numeric
@attribute Channel2-Element7 numeric
@attribute Channel2-Element8 numeric
@attribute Channel2-Element9 numeric
@attribute Channel2-Element10 numeric
@attribute Channel2-Element11 numeric
@attribute Channel3-Element1 numeric
@attribute Channel3-Element2 numeric
@attribute Channel3-Element3 numeric
@attribute Channel3-Element4 numeric
@attribute Channel3-Element5 numeric
@attribute Channel3-Element6 numeric
@attribute Channel3-Element7 numeric
@attribute Channel3-Element8 numeric
@attribute Channel3-Element9 numeric
@attribute Channel3-Element10 numeric
@attribute Channel3-Element11 numeric
@attribute Channel4-Element1 numeric
@attribute Channel4-Element2 numeric
@attribute Channel4-Element3 numeric
@attribute Channel4-Element4 numeric
@attribute Channel4-Element5 numeric
@attribute Channel4-Element6 numeric
@attribute Channel4-Element7 numeric
@attribute Channel4-Element8 numeric
@attribute Channel4-Element9 numeric
@attribute Channel4-Element10 numeric
@attribute Channel4-Element11 numeric
@attribute Class numeric

@data
5,6,10,161,32,9,7,7,8,11,12,5,6,10,156,32,9,6,6,6,8,8,5,6,10,157,35,10,8,9,10,9,7,7,8,13,201,41,11,8,7,8,8,8,2
4,5,9,222,24,8,6,7,9,13,13,7,9,14,235,33,11,8,7,7,7,7,5,6,9,1148,29,10,8,9,10,9,7,5,6,10,267,30,9,7,7,8,10,10,2
5,5,9,154,28,8,7,7,9,12,12,6,7,11,181,35,10,7,6,7,8,8,5,5,9,177,32,10,9,11,11,8,6,5,6,9,147,31,9,7,7,9,10,9,2
5,6,9,143,24,8,6,6,7,10,10,6,7,12,195,30,9,7,6,7,8,8,5,6,10,608,31,10,8,8,8,8,7,5,6,10,166,27,9,7,7,9,10,9,2
5,6,11,172,36,11,8,7,6,5,4,6,7,12,183,40,11,9,8,9,8,7,5,6,10,161,35,10,8,8,8,9,9,6,7,11,170,36,10,7,7,8,9,9,2
8,9,14,336,30,10,6,5,5,5,5,5,5,9,141,24,8,7,8,11,11,8,5,6,10,1131,30,10,8,8,9,10,8,6,7,11,209,30,10,7,7,8,7,6,2
6,6,11,167,32,9,6,6,6,6,6,4,5,8,140,29,9,8,9,12,9,6,5,6,9,149,30,8,6,6,7,9,10,6,6,11,162,34,10,7,7,7,8,8,2
6,7,11,222,27,8,6,5,6,7,7,4,5,8,345,24,8,7,11,14,8,5,6,7,11,178,26,9,6,6,6,7,8,6,7,11,158,26,8,5,5,5,7,9,2
5,5,9,155,27,7,5,5,5,6,7,5,5,9,149,31,10,8,9,9,7,6,6,6,10,157,33,9,7,7,8,9,9,6,6,10,139,28,7,4,3,3,4,6,2
6,7,12,327,29,11,10,10,9,6,5,6,7,13,202,32,12,9,8,7,6,5,6,6,11,200,28,9,6,6,7,8,8,7,8,14,234,29,9,6,5,5,7,9,2
5,6,10,179,35,11,9,10,8,6,4,6,7,11,173,38,11,8,7,7,6,5,7,8,14,204,41,11,7,7,7,8,10,5,6,10,147,31,8,6,5,6,9,10,2
5,6,10,331,28,9,7,8,10,9,7,6,7,12,168,29,9,6,5,5,6,7,6,7,12,180,30,9,7,6,7,10,11,7,8,13,251,28,9,7,6,7,8,9,2
6,6,11,194,34,10,8,9,10,9,7,7,8,13,201,37,10,6,5,5,6,7,6,7,11,164,34,9,7,6,7,8,9,4,5,8,139,27,8,6,6,8,10,9,2
5,6,10,143,24,8,6,5,6,7,8,8,9,15,212,31,9,6,5,4,5,6,5,6,10,155,26,9,7,7,9,10,9,5,5,9,295,28,8,6,6,6,6,6,2
5,5,8,128,27,7,5,4,5,5,6,7,8,13,178,35,8,5,4,4,4,6,3,4,6,116,21,7,5,6,9,9,7,5,6,10,181,35,11,8,7,6,5,4,2
7,8,14,193,32,10,6,4,3,3,3,6,7,12,170,29,9,7,7,7,9,8,4,5,8,127,21,8,6,7,8,8,7,4,5,9,147,26,10,10,11,8,5,4,0
6,6,11,162,34,9,6,5,4,4,4,5,5,9,138,30,9,7,7,10,15,12,4,4,7,116,24,7,6,7,9,11,9,5,6,10,172,38,12,11,10,7,5,4,0
10,11,18,833,33,10,7,6,6,7,7,4,4,7,127,20,7,6,8,16,16,8,6,7,11,159,27,9,7,6,7,9,9,5,6,10,530,29,10,8,9,11,9,6,0
7,8,13,184,39,10,7,6,6,8,8,4,5,8,125,27,8,7,9,16,16,8,6,7,11,178,34,10,7,7,8,9,10,6,7,11,173,36,10,8,7,8,9,8,0
7,8,14,334,28,9,6,6,6,9,10,4,5,9,138,24,8,7,9,14,13,7,7,8,13,193,31,10,7,7,9,11,10,7,8,13,181,31,10,7,7,7,9,10,0
8,9,13,182,37,9,6,6,7,11,13,6,7,12,184,40,11,8,8,7,7,6,5,6,10,160,33,10,8,9,11,11,8,5,5,9,144,31,9,7,8,10,11,9,0
9,10,16,319,31,9,6,5,6,7,10,7,7,12,219,28,8,5,4,4,5,6,5,6,11,176,28,9,7,7,9,12,10,4,5,8,138,22,7,5,6,7,10,9,0
7,7,12,166,35,9,6,5,5,7,10,7,8,12,178,34,8,5,4,4,4,5,6,7,11,168,36,10,8,8,11,14,9,5,6,10,147,32,9,6,6,7,8,7,0
5,5,9,436,25,7,5,5,6,7,8,6,7,12,249,31,11,9,9,8,6,6,6,7,12,181,28,10,7,8,11,14,10,6,7,12,184,31,11,8,9,9,7,6,1
6,6,10,159,31,8,6,5,5,7,9,4,5,8,136,29,9,8,9,10,8,6,4,5,9,139,29,9,7,9,12,13,10,5,6,10,163,32,9,7,7,8,8,7,1
7,8,13,242,28,8,5,4,5,6,11,7,8,14,651,33,13,11,11,10,8,7,5,5,9,278,30,10,8,10,13,13,9,6,7,13,211,31,11,9,9,9,9,8,1
9,10,14,201,37,9,6,5,5,7,12,6,7,12,191,38,11,9,8,9,8,7,4,5,8,153,27,8,7,8,11,11,9,4,5,9,141,29,9,7,7,8,9,8,1
9,11,17,253,34,10,7,6,6,8,11,5,6,10,203,25,8,6,6,7,8,8,5,5,9,182,25,8,7,7,10,12,11,5,6,10,150,26,9,7,7,8,8,7,1
7,8,14,240,42,12,9,8,8,8,8,5,5,9,153,30,9,8,9,10,7,5,5,5,9,141,28,8,6,6,9,13,12,5,6,9,154,31,9,7,7,9,10,9,1
6,7,12,187,33,12,10,10,8,7,6,6,6,11,157,27,9,7,7,8,7,5,8,9,15,678,30,11,8,7,9,11,11,5,6,10,211,24,9,7,7,10,11,9,1
6,7,12,233,37,11,8,7,8,8,7,6,6,11,164,36,10,8,8,9,9,6,4,5,8,133,29,8,7,8,11,13,9,4,4,8,129,25,7,6,7,10,12,8,1
7,8,13,1158,28,10,7,7,8,10,10,5,6,10,181,26,9,7,7,9,9,8,5,6,10,151,26,10,8,9,9,8,7,6,6,11,165,27,10,8,8,11,12,9,1
5,6,10,156,31,9,6,6,6,8,10,5,6,10,163,33,9,6,6,6,6,7,4,4,7,128,26,8,7,7,9,8,6,5,6,10,169,36,11,10,11,10,7,5,1
8,9,14,568,29,9,6,6,6,8,11,7,8,14,542,30,10,7,6,5,6,6,7,8,13,253,30,10,7,7,7,7,8,5,6,11,1170,32,11,9,10,10,7,5,1
6,6,10,161,35,10,7,7,8,9,10,6,6,11,163,34,10,7,6,6,6,6,5,6,10,152,33,9,6,6,7,9,10,4,5,9,148,31,10,9,11,10,6,4,1
5,6,10,152,26,9,7,6,7,8,8,7,8,12,262,29,8,6,5,5,6,7,7,8,13,230,28,9,6,6,7,10,12,6,7,11,196,28,10,8,8,9,7,6,1
5,6,9,166,30,9,7,7,9,10,9,6,7,11,164,34,9,6,5,5,7,9,5,6,10,158,34,10,7,7,8,10,10,5,6,11,174,36,11,9,8,8,7,6,1
5,5,9,538,26,8,7,7,7,7,7,6,7,12,245,26,9,6,5,6,8,9,5,6,10,685,30,10,8,8,9,9,8,6,7,12,176,31,11,8,8,7,6,6,1
5,6,10,155,30,8,6,6,6,7,8,5,5,9,132,27,7,5,5,6,8,11,8,9,15,222,45,12,8,7,7,8,8,7,8,13,194,41,11,7,6,6,6,6,1
4,5,8,127,22,7,6,7,9,11,9,5,6,11,186,25,9,6,6,7,9,10,10,11,18,233,39,12,8,7,7,7,8,7,8,14,258,34,12,9,7,6,5,5,1
4,5,9,137,30,9,7,8,10,12,9,5,5,9,156,29,9,7,7,8,9,9,9,10,16,222,46,11,7,6,5,5,6,7,8,13,197,42,12,8,6,6,5,6,1
4,5,8,207,22,8,6,7,12,14,9,5,6,10,797,29,9,7,7,8,9,9,7,8,14,207,34,11,8,7,7,7,6,9,11,18,768,37,12,8,6,5,5,5,1
5,5,9,143,31,9,8,10,14,10,5,6,6,11,166,35,10,7,6,6,6,6,6,7,11,171,37,10,7,6,6,7,8,6,7,12,200,42,12,9,7,6,5,5,1
5,6,10,364,28,9,7,8,8,7,5,7,8,14,639,32,12,9,9,8,7,6,6,7,12,294,32,10,7,6,6,7,8,7,8,13,209,35,12,8,7,6,5,5,1
5,6,10,156,33,10,8,8,8,6,4,6,6,11,165,36,10,8,8,8,8,8,6,7,11,201,35,10,8,7,8,8,8,6,7,11,180,40,11,9,8,7,7,6,1
5,6,10,155,27,9,7,8,10,10,7,6,6,11,276,29,9,7,7,8,10,11,5,6,9,1234,27,8,6,6,7,8,9,7,8,13,856,35,10,7,6,6,7,7,1
5,5,9,160,29,9,7,9,12,11,7,7,8,13,192,41,12,8,8,8,9,9,6,7,11,166,36,10,8,8,9,9,9,8,9,13,181,37,9,6,5,5,6,9,1
4,5,9,206,27,9,7,8,13,13,8,6,7,11,233,29,9,6,6,6,7,9,8,9,14,204,33,10,7,7,8,10,10,7,8,12,228,29,8,6,5,6,8,9,1
5,6,10,189,34,10,8,9,11,12,9,6,6,11,193,35,11,8,8,8,8,8,7,8,13,207,37,10,6,6,6,7,8,9,11,16,223,42,10,7,6,7,9,9,1
5,6,10,221,27,9,7,8,10,10,8,5,6,10,212,33,10,9,9,10,8,7,7,8,14,197,33,10,7,7,7,9,10,9,10,16,798,34,12,9,9,12,13,8,1
5,6,10,158,34,11,9,10,12,10,8,5,6,9,151,33,10,9,10,10,9,7,4,5,8,139,26,8,6,6,8,8,7,7,8,13,203,40,11,8,8,11,13,9,1
4,5,8,662,25,8,7,9,12,10,7,4,5,8,392,24,8,7,8,11,9,7,4,5,8,138,20,7,6,7,10,11,9,6,7,12,205,31,10,8,8,11,12,9,1
4,5,9,161,29,9,8,8,9,7,6,4,5,8,129,28,8,7,8,10,11,9,4,5,8,124,26,8,6,6,9,12,12,6,6,10,167,33,9,6,6,7,9,11,1
7,8,13,1099,29,10,7,7,6,6,6,5,6,10,149,26,9,7,8,9,9,8,4,5,9,129,22,7,6,6,8,11,12,7,8,13,176,29,9,6,5,5,6,8,1
5,5,9,151,29,8,6,6,7,8,9,5,6,9,157,32,10,8,9,11,9,7,5,6,10,148,32,9,6,6,7,8,10,7,8,12,177,38,10,6,5,5,5,6,1
5,5,9,912,27,8,6,7,8,10,11,5,6,10,152,26,9,8,9,11,10,7,9,11,17,214,34,10,6,5,5,5,6,5,6,9,214,24,7,5,5,5,6,8,1
5,6,10,155,33,10,8,8,11,12,11,5,6,9,161,32,10,8,9,9,7,5,9,10,15,241,45,12,8,7,7,7,8,7,8,12,164,35,8,5,5,5,6,9,1
5,6,10,202,28,9,7,7,9,10,10,5,6,10,148,26,9,7,6,6,6,5,10,11,18,236,38,11,7,6,6,7,8,5,6,9,149,24,8,6,6,8,13,12,1
6,7,11,175,38,11,8,8,8,9,9,5,6,10,143,30,8,5,4,4,5,5,8,9,15,237,46,13,9,8,8,8,9,4,5,8,134,27,8,6,7,10,11,8,1
6,6,10,224,32,9,7,7,8,9,9,6,7,12,497,27,10,8,8,9,8,7,5,6,10,232,27,9,7,7,8,9,9,5,6,10,223,25,9,8,9,10,10,8,1
6,7,11,176,37,11,8,7,8,7,7,6,7,11,174,37,11,8,8,9,10,9,5,6,9,140,30,8,6,6,6,7,8,4,4,8,129,27,9,8,10,13,10,7,1
7,8,14,194,33,11,8,7,7,8,8,6,7,11,407,34,10,8,8,11,13,11,4,5,8,180,22,7,5,5,7,9,9,6,7,11,175,30,10,8,8,9,9,8,1
7,8,12,186,39,11,8,7,7,8,9,7,8,13,198,41,12,9,8,10,11,10,5,6,9,151,28,7,5,4,5,6,9,7,8,13,198,41,11,8,7,8,10,11,1
7,8,13,321,33,10,7,7,8,10,11,6,7,12,904,35,11,8,8,8,8,7,5,6,10,139,23,7,5,4,5,6,9,8,10,15,265,36,11,7,7,8,11,11,1
6,7,12,175,34,9,6,6,8,11,9,6,6,11,177,35,11,8,8,9,9,8,5,6,10,148,31,8,6,5,6,7,8,7,8,13,184,37,9,6,5,5,7,9,1
8,9,14,358,35,10,8,8,10,14,9,7,8,14,582,30,11,8,8,8,7,6,4,5,8,296,22,7,5,4,5,6,6,7,8,13,206,32,11,7,6,6,6,6,1
7,8,13,214,40,11,8,7,8,10,9,6,7,11,169,36,10,8,7,7,7,6,5,6,9,144,29,8,6,5,5,6,6,5,6,9,157,31,9,7,8,8,7,5,1
7,8,14,219,36,12,9,9,9,8,7,6,7,12,288,30,11,9,10,10,8,7,4,5,9,129,22,8,6,5,5,4,4,6,7,12,196,29,10,8,9,9,8,6,1
8,9,15,221,44,12,8,7,7,7,7,5,6,10,171,34,10,8,8,10,11,9,5,5,9,141,28,8,6,5,6,6,6,5,6,10,158,34,10,7,8,10,11,9,1
7,8,14,569,36,11,8,7,7,8,8,6,7,12,727,29,11,10,11,13,11,9,4,5,8,178,21,7,5,5,6,8,9,6,7,12,191,29,10,7,7,8,10,10,1
7,8,13,204,39,10,7,6,6,7,8,5,6,10,155,33,10,8,9,13,14,11,5,6,9,150,29,8,6,5,6,7,9,7,7,12,178,38,10,7,7,7,9,10,1
7,8,14,197,33,11,7,6,7,7,9,5,6,10,148,26,9,6,7,8,10,10,5,6,10,158,27,9,7,6,7,7,8,10,11,18,268,43,13,8,7,7,7,9,0
6,7,11,168,35,10,7,7,8,10,10,5,5,9,148,31,9,8,9,12,12,9,6,7,11,168,35,10,7,6,7,8,9,9,10,16,225,47,12,8,7,7,7,8,0
5,5,9,224,25,8,6,7,8,9,8,8,9,15,741,31,11,8,8,9,10,10,6,7,11,162,27,9,6,6,6,7,9,10,11,18,331,49,13,8,7,7,7,7,0
6,7,11,191,36,11,9,9,9,8,6,5,6,9,156,31,9,7,7,9,10,9,5,6,10,173,33,9,7,7,8,10,10,11,12,19,254,54,13,8,7,7,7,8,0
6,7,13,570,29,12,10,11,10,7,5,7,8,13,229,30,10,8,8,9,11,9,5,6,10,379,27,8,6,6,7,10,12,9,10,16,208,34,10,6,5,6,7,9,0
5,6,10,166,34,11,11,13,11,7,6,5,6,9,153,30,9,6,6,8,9,9,6,7,11,172,35,10,7,6,7,10,11,9,10,16,217,46,11,7,7,7,9,9,0
5,6,10,164,28,10,8,9,11,10,8,6,7,11,153,26,8,6,5,6,9,11,6,7,12,278,28,10,7,7,8,9,10,7,7,12,198,28,9,7,7,8,10,9,0
4,5,8,123,26,8,6,6,8,11,10,5,6,10,154,33,9,7,6,7,9,9,6,6,11,196,32,9,7,6,6,7,8,6,7,11,178,36,10,8,8,9,11,9,0
6,6,11,160,26,9,7,7,8,11,10,5,6,10,499,28,8,6,5,6,7,9,6,7,12,182,31,10,7,7,7,8,10,7,8,13,185,29,9,7,6,8,11,11,2
5,6,10,154,32,9,6,6,7,8,8,6,6,10,166,34,8,6,5,5,7,9,7,8,13,187,40,10,7,6,7,8,12,6,7,12,187,36,10,7,6,7,9,11,2
4,5,8,229,23,7,5,5,6,8,8,4,5,8,473,23,7,6,6,7,8,9,7,8,12,175,29,9,6,6,6,7,10,6,7,12,590,31,9,6,6,7,10,14,2
5,5,9,137,30,9,7,7,8,8,6,4,5,8,128,27,8,6,6,8,12,12,6,6,10,158,31,8,5,5,5,6,10,7,8,13,189,38,10,7,6,6,8,9,2
6,7,11,328,25,8,6,6,7,7,6,5,6,9,256,29,9,7,8,11,12,10,5,6,10,139,24,8,6,6,7,11,15,6,7,12,867,33,10,7,7,8,10,12,2
5,5,9,143,27,8,6,6,8,9,6,5,6,10,191,34,10,8,9,11,11,9,5,6,10,147,31,8,6,5,6,8,13,6,7,11,202,34,9,7,6,7,9,10,2
7,8,14,680,30,10,7,7,7,7,7,8,9,16,280,36,12,9,8,9,9,8,8,9,14,204,31,10,7,6,7,10,14,5,5,9,198,23,7,5,5,5,7,8,2
7,8,13,201,40,11,8,7,7,7,7,7,8,14,199,42,11,8,7,6,6,6,7,8,13,193,39,10,7,7,7,10,15,6,7,10,150,31,8,5,4,5,6,9,2
9,10,17,510,43,16,12,10,8,7,6,6,7,12,179,30,9,7,6,6,7,7,8,9,14,247,35,11,8,7,8,10,10,6,6,10,1285,28,8,6,5,5,6,7,2
8,9,15,232,51,15,11,10,10,10,9,6,7,11,172,36,10,7,6,6,7,8,6,7,12,173,36,9,6,6,6,8,10,5,5,9,147,32,10,8,9,10,9,7,2
6,7,12,319,34,11,9,9,12,15,11,7,8,14,301,31,11,8,7,7,7,7,8,9,14,640,33,9,6,5,5,8,12,5,6,11,211,27,11,10,11,11,8,6,2
6,7,12,178,39,11,9,9,12,16,12,7,8,13,212,38,10,6,5,5,5,6,8,9,13,181,36,9,5,5,5,7,13,4,5,8,137,28,9,8,11,13,8,6,2
7,8,13,179,30,10,7,6,7,11,15,7,8,14,195,33,10,7,6,5,5,6,7,7,12,997,32,9,6,5,6,8,14,5,5,9,139,23,8,7,7,9,11,9,2
6,7,11,175,37,11,8,8,10,12,11,7,9,14,214,47,13,9,7,6,6,6,6,6,10,158,34,9,7,7,8,12,16,6,7,11,166,32,9,6,6,6,8,11,2
6,6,11,159,27,9,7,6,7,8,10,6,7,13,711,38,13,11,10,8,6,5,5,6,10,145,25,8,6,6,7,11,13,5,6,10,229,30,8,6,5,6,7,9,2
6,7,12,180,37,10,7,6,6,8,10,6,7,12,196,43,13,10,10,10,8,7,6,7,11,159,32,8,6,5,7,11,12,7,8,12,172,34,9,6,5,5,6,8,2
10,11,18,849,36,12,8,7,6,7,10,7,8,13,217,33,12,9,9,9,8,7,7,8,12,175,28,8,6,5,6,8,12,8,9,15,614,34,13,9,8,7,6,5,2
6,7,11,177,39,11,8,8,8,9,9,5,6,10,156,34,10,8,9,9,8,6,10,11,16,197,39,9,5,4,4,4,5,5,5,9,145,30,9,7,7,7,6,6,2
8,9,15,874,32,11,8,7,8,10,11,5,6,10,155,25,8,6,6,7,8,8,9,11,16,515,37,10,6,5,6,7,8,6,7,11,680,28,8,6,5,5,6,7,2
7,8,13,190,39,11,8,7,8,10,10,5,6,10,150,32,9,6,6,6,6,7,9,10,14,188,39,9,6,5,6,8,14,5,5,9,131,26,7,5,4,5,8,10,2
8,9,15,209,32,9,6,5,5,7,10,6,7,11,155,26,8,5,5,5,6,8,6,7,11,158,27,9,7,7,9,13,12,8,9,14,331,26,8,5,4,5,7,13,2
9,10,15,193,39,9,6,5,5,7,9,7,8,13,190,37,10,6,6,6,6,7,4,5,9,145,30,9,8,10,15,14,10,6,7,11,160,32,8,5,5,5,8,12,2
6,7,12,612,31,9,7,6,7,9,10,7,8,14,197,33,10,7,6,6,6,7,6,7,13,458,31,12,11,14,15,11,8,6,7,12,193,29,9,6,6,7,10,13,2
6,7,11,170,36,10,7,7,9,12,10,7,8,13,205,41,12,9,9,9,9,8,5,5,9,166,31,10,9,11,14,10,7,7,8,12,188,41,11,8,8,9,12,12,2
6,7,11,206,30,10,7,8,10,11,9,6,6,11,267,31,10,8,9,10,10,8,5,5,9,155,24,8,7,8,11,12,9,6,6,11,259,30,10,7,8,10,10,8,2
5,6,10,160,32,9,7,7,9,11,9,4,5,8,133,28,8,7,8,11,12,9,4,5,8,144,27,8,7,8,11,9,7,7,8,13,219,40,11,8,7,8,8,7,2
5,5,9,197,25,8,6,6,8,9,8,5,6,10,147,25,9,7,7,9,11,10,4,5,8,120,21,8,6,8,11,10,7,9,10,16,444,36,13,9,8,8,7,6,2
4,5,8,122,25,7,5,5,6,6,6,4,5,9,148,28,8,7,7,9,9,7,4,5,8,136,30,9,8,9,10,8,6,8,9,14,214,47,13,10,9,9,9,7,2
3,3,5,166,15,5,4,4,7,11,6,4,5,9,131,23,8,6,6,8,9,8,4,5,9,684,26,9,7,8,11,11,8,8,9,15,262,37,13,11,10,10,8,6,2
5,6,10,152,33,9,7,7,8,8,7,5,6,9,148,32,10,8,8,9,8,7,5,5,9,154,29,9,7,7,9,10,9,7,8,13,239,42,13,11,11,11,8,6,2
6,7,12,175,30,10,8,8,10,11,9,5,5,9,192,22,8,7,7,11,14,10,3,4,7,302,19,6,5,6,8,12,9,7,8,14,318,34,12,10,10,10,10,8,2
7,8,13,200,44,13,9,8,8,9,9,4,5,8,148,26,8,6,6,8,12,10,3,4,7,115,22,7,5,6,8,13,10,5,5,9,144,31,9,7,8,9,10,8,2
7,9,14,215,35,12,8,7,7,7,9,6,7,11,160,27,9,6,6,8,12,13,4,4,7,170,19,6,4,5,6,8,10,6,7,12,335,28,10,8,9,10,11,9,2
6,7,12,186,39,11,8,7,7,8,10,4,5,8,125,27,7,5,5,7,12,15,4,5,8,129,27,7,5,5,6,7,9,4,5,8,127,27,8,6,7,9,11,10,2
9,10,16,544,33,10,6,5,5,6,7,5,6,10,195,26,8,6,6,7,13,14,4,5,8,884,23,7,5,4,5,6,9,4,5,8,265,23,7,6,6,7,8,8,2
6,7,11,174,38,10,7,7,7,8,9,6,7,12,176,38,10,7,7,9,13,15,4,5,8,125,27,7,5,4,4,5,7,7,7,12,182,37,10,7,6,6,7,8,2
5,6,10,430,29,9,6,6,7,8,11,6,7,12,177,29,10,7,7,9,13,15,4,5,9,134,23,7,5,5,5,5,6,9,10,15,217,32,9,5,4,4,5,6,2
6,7,11,172,37,10,8,7,7,8,8,5,6,9,154,31,9,7,7,9,14,15,3,4,6,99,21,6,5,5,6,6,6,10,11,16,223,39,9,5,4,4,4,5,2
5,6,10,1277,30,9,7,8,9,9,9,7,8,13,607,30,11,9,10,12,13,10,3,4,7,701,21,7,6,7,7,6,5,9,10,16,214,36,11,7,6,6,7,9,2
5,5,9,147,30,9,7,7,8,8,8,5,6,10,164,36,11,9,10,12,12,10,5,6,10,182,33,10,8,8,8,7,6,8,9,14,219,42,11,8,7,8,9,9,2
7,8,13,363,30,10,7,7,7,7,9,7,8,14,433,32,12,9,9,10,10,9,7,8,13,208,35,12,9,9,9,8,7,5,6,9,140,24,8,6,6,8,9,8,2
4,5,8,129,26,7,5,5,5,7,9,6,6,11,168,37,11,9,10,11,10,8,8,9,14,212,44,12,8,7,7,7,8,4,5,8,121,25,7,5,6,8,11,9,2
7,8,13,940,25,8,5,5,5,5,7,4,5,9,325,25,8,6,7,8,8,7,7,9,15,617,34,12,9,8,7,7,6,2,3,5,122,15,5,4,5,7,7,5,2
4,5,8,123,26,7,5,6,7,8,8,4,4,7,128,25,8,7,8,10,8,6,6,7,11,165,35,10,7,6,7,7,7,4,5,9,141,31,10,8,9,8,6,4,2
5,6,10,159,26,10,9,11,12,8,5,7,8,15,291,32,13,11,10,10,8,6,7,8,14,259,31,10,7,6,6,6,5,5,6,9,221,26,8,7,7,7,7,6,2
5,6,10,168,36,11,9,10,11,8,6,4,5,8,129,27,8,7,8,10,10,8,5,6,10,158,32,9,7,7,9,11,9,5,6,10,152,33,9,7,7,7,6,5,2
6,7,11,172,30,11,9,10,11,9,7,4,5,8,126,22,8,6,7,9,10,9,7,8,13,280,36,10,7,7,8,11,11,6,7,11,206,27,8,5,4,4,5,7,2
5,6,11,172,38,12,11,12,12,8,6,5,6,10,159,31,9,6,6,7,9,11,9,10,16,246,45,12,8,8,10,13,10,6,7,11,158,30,8,5,4,4,5,7,2
6,8,13,551,30,11,9,9,9,9,8,6,7,11,190,27,8,6,5,6,8,11,9,10,16,343,38,11,7,7,7,9,9,6,7,11,159,27,9,6,5,6,6,7,0
5,5,9,148,31,9,8,8,10,11,9,9,10,15,198,40,10,6,5,5,7,11,10,11,16,229,42,10,7,6,7,8,7,5,6,10,156,32,10,7,7,8,8,8,0
4,5,9,207,25,8,6,7,8,9,8,9,10,16,582,35,9,6,5,5,8,11,5,6,10,152,25,8,6,6,7,9,8,6,6,11,166,29,10,7,7,8,8,8,0
5,5,9,159,30,9,7,7,8,9,9,10,11,16,207,42,10,6,5,5,6,8,11,12,17,240,44,11,7,5,6,7,8,6,7,12,190,38,11,8,7,8,8,9,0
6,7,12,215,31,10,7,6,6,7,7,9,10,15,276,35,10,7,6,7,9,10,12,13,19,254,39,11,7,6,7,8,8,9,10,16,242,34,11,7,7,7,8,8,0
6,7,11,175,33,9,6,5,5,5,6,6,7,11,170,34,9,7,6,7,9,10,14,15,23,292,58,14,9,7,7,7,6,7,8,14,224,42,12,8,7,7,7,7,0
6,7,13,794,28,10,8,8,8,8,8,4,5,8,253,25,7,6,6,7,10,10,13,14,22,277,47,14,9,7,7,6,5,7,8,14,238,31,10,7,7,8,9,9,0
4,5,8,147,28,8,7,7,8,8,7,6,7,11,168,34,9,7,7,8,11,13,8,9,15,233,46,13,9,8,8,7,7,5,6,10,155,33,9,6,6,7,8,9,0
8,9,15,237,37,12,8,7,7,8,8,8,9,16,353,33,11,8,7,8,8,7,6,7,12,292,33,11,9,9,10,10,8,8,9,15,299,32,10,7,7,8,9,8,1
9,10,15,231,45,12,8,7,7,8,9,7,7,12,182,38,11,8,8,10,13,10,4,5,8,134,29,9,7,8,12,13,10,7,8,12,197,41,12,9,9,9,8,6,1
11,13,20,710,39,12,8,7,7,8,7,6,7,13,287,29,10,8,8,10,11,9,4,5,9,134,22,8,7,9,13,12,9,7,8,13,257,36,13,11,10,8,6,5,1
10,11,17,235,47,12,8,6,7,7,8,6,7,12,178,39,11,9,9,11,10,8,4,5,8,148,28,9,7,9,12,12,9,7,8,14,223,50,16,12,10,7,5,4,1
4,5,9,280,24,8,6,6,8,10,10,6,6,11,289,29,9,7,7,8,9,8,6,7,12,284,28,10,8,9,10,10,8,6,6,11,185,33,13,12,11,8,5,4,1
5,6,10,152,32,9,7,7,8,9,8,5,6,10,157,32,9,7,6,8,10,10,6,7,11,179,36,10,8,8,9,10,8,5,6,10,162,35,11,9,8,7,5,4,1
5,6,10,155,26,9,7,8,9,9,7,7,7,12,209,28,9,7,6,8,13,14,7,8,13,375,35,11,8,8,8,8,7,5,6,10,180,29,11,9,9,7,4,3,1
7,7,12,191,39,11,8,7,8,8,7,6,7,11,168,33,8,6,5,6,10,16,7,8,13,200,42,13,10,10,10,9,8,4,4,8,125,27,9,8,11,11,6,4,1
9,10,16,229,34,11,7,6,6,7,8,7,8,13,232,31,9,6,6,7,10,11,8,9,16,442,38,14,12,12,12,10,8,6,7,11,230,27,10,8,9,9,7,5,1
6,7,12,198,40,12,9,9,9,9,9,8,9,14,199,40,10,7,6,7,10,10,6,7,12,186,39,12,9,9,10,10,8,8,9,15,216,47,13,9,8,8,8,6,1
5,6,10,260,29,10,8,8,10,12,11,8,9,14,203,30,9,6,6,7,9,10,6,7,12,1063,34,11,9,10,12,10,7,8,9,15,212,35,12,8,8,8,8,8,1
